[setup] CRUJRA climate from data/crujra/, GPP from global_baseline_modelC_inputs_1997-2016.nc ...
[setup] loading GFED5 reference from burntArea.nc ...
[setup] land cells (GFED5 burnable): 13916 / 64800 (21.5%)
[setup] GFED5 land-mean monthly frac: 0.005068
[opt] warm-start from C.json
[warm] Overall=0.5988  bias=0.6792 rmse=0.3680 seas=0.8286 spatial=0.7500
[opt] sampler=NSGAIISampler seed=42
[32m[I 2026-07-18 18:48:03,433][0m A new study created in memory with name: no-name-b46206f1-31c2-4212-9fbc-3cf577d4654c[0m
[opt] running 2500 trials against GFED5 ...
[32m[I 2026-07-18 18:48:03,886][0m Trial 0 finished with values: [-0.7246857154436261, 0.053725735164132815] and parameters: {'k1': 0.03635503353478365, 'D_low': 70.18267183720735, 'k2': 0.012758211164590085, 'D_high': 2940.51756322311, 'fire_exp': 1.165368636520435, 'P_half': 12.808863354047988, 'pre_dampen_half': 107.40052367919465, 'gpp_af': 0.1476584299248268, 'gpp_b': 0.0005752434266899163, 'gpp_d': 660.9129108295722, 'ign_k': 8.708806168038567, 'ign_c': 20.03995359361212, 'trop_agb_crit': 3.5747129226002423, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:54:54,767][0m Trial 875 finished with values: [-2.3333088463333874e-06, 1.4652673896442536e-07] and parameters: {'k1': 0.03635503353478365, 'D_low': 70.18267183720735, 'k2': 0.0005342937261279771, 'D_high': 1641.3793406858565, 'fire_exp': 1.423480109671474, 'P_half': 712.8188058401365, 'pre_dampen_half': 0.03751320096826995, 'gpp_af': 0.0022961065892443786, 'gpp_b': 0.0005752434266899163, 'gpp_d': 660.9129108295722, 'ign_k': 8.708806168038567, 'ign_c': 30.28574109895626, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 3.1473758868965485}.[0m
[32m[I 2026-07-18 18:54:55,273][0m Trial 876 finished with values: [-0.00963536201422587, 0.0004766540606926384] and parameters: {'k1': 0.004312951023617458, 'D_low': 70.18267183720735, 'k2': 0.026471946255259393, 'D_high': 8559.572793311803, 'fire_exp': 1.0629462657398439, 'P_half': 712.8188058401365, 'pre_dampen_half': 0.010585220389440335, 'gpp_af': 0.10409127568994281, 'gpp_b': 0.008226792720717493, 'gpp_d': 21.14381609520636, 'ign_k': 5.351470428717439, 'ign_c': 15.221840161091619, 'trop_agb_crit': 24.584290528289387, 'trop_k_veg': 2.587938629755798}.[0m
[32m[I 2026-07-18 18:54:55,795][0m Trial 877 finished with values: [-0.0003000074692272362, 2.1328183095858932e-05] and parameters: {'k1': 0.01889771394135163, 'D_low': 70.18267183720735, 'k2': 0.0007047307383115598, 'D_high': 7321.544340709298, 'fire_exp': 1.423480109671474, 'P_half': 712.8188058401365, 'pre_dampen_half': 0.010585220389440335, 'gpp_af': 0.001111693990724459, 'gpp_b': 1.598364670380439e-05, 'gpp_d': 0.33699352257983195, 'ign_k': 5.351470428717439, 'ign_c': 29.690870944846793, 'trop_agb_crit': 1.6878075072665546, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:54:56,333][0m Trial 878 finished with values: [-4.619507631106343e-09, 8.05858677566107e-08] and parameters: {'k1': 0.041833856821460395, 'D_low': 70.18267183720735, 'k2': 0.032845299795769396, 'D_high': 387.1917261003672, 'fire_exp': 6.234638880169447, 'P_half': 323.6099399575106, 'pre_dampen_half': 0.9166964238460101, 'gpp_af': 0.06002934191396867, 'gpp_b': 0.00431329787498825, 'gpp_d': 757.2868182332339, 'ign_k': 0.07091190338709638, 'ign_c': 30.28574109895626, 'trop_agb_crit': 1.0903028125370984, 'trop_k_veg': 4.4644194212034}.[0m
[32m[I 2026-07-18 18:54:56,988][0m Trial 879 finished with values: [-0.015422641880625407, 0.0006228103223046011] and parameters: {'k1': 0.01889771394135163, 'D_low': 70.18267183720735, 'k2': 0.0012040762895973265, 'D_high': 1662.6592254031873, 'fire_exp': 1.423480109671474, 'P_half': 221.2683656611821, 'pre_dampen_half': 0.010585220389440335, 'gpp_af': 0.7539992074650282, 'gpp_b': 0.004821867175721073, 'gpp_d': 21.14381609520636, 'ign_k': 5.351470428717439, 'ign_c': 20.03995359361212, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 2.587938629755798}.[0m
[32m[I 2026-07-18 18:54:57,623][0m Trial 880 finished with values: [-0.3070985599956428, 0.11693396551748858] and parameters: {'k1': 0.002525674232217022, 'D_low': 70.18267183720735, 'k2': 0.012758211164590085, 'D_high': 8182.111518618414, 'fire_exp': 3.2785320057129117, 'P_half': 12.808863354047988, 'pre_dampen_half': 107.40052367919465, 'gpp_af': 0.1476584299248268, 'gpp_b': 0.0005623095666134974, 'gpp_d': 6.283500537123675, 'ign_k': 0.6024590664672947, 'ign_c': 5.130551760589832, 'trop_agb_crit': 3.5747129226002423, 'trop_k_veg': 0.6743482387129308}.[0m
[32m[I 2026-07-18 18:54:58,273][0m Trial 881 finished with values: [-0.0020361596123577488, 4.6693410179377004e-05] and parameters: {'k1': 0.011966626407443505, 'D_low': 1.3577269394141454, 'k2': 0.0353875886477924, 'D_high': 1662.6592254031873, 'fire_exp': 2.61565689708108, 'P_half': 221.2683656611821, 'pre_dampen_half': 0.010585220389440335, 'gpp_af': 0.7539992074650282, 'gpp_b': 0.13713885091300898, 'gpp_d': 395.3300852215303, 'ign_k': 5.351470428717439, 'ign_c': 5.130551760589832, 'trop_agb_crit': 1.0903028125370984, 'trop_k_veg': 0.6743482387129308}.[0m
[32m[I 2026-07-18 18:54:58,837][0m Trial 882 finished with values: [-4.0391584513865476e-08, 2.6129541530472977e-08] and parameters: {'k1': 0.011966626407443505, 'D_low': 70.18267183720735, 'k2': 0.00035868164986275477, 'D_high': 1662.6592254031873, 'fire_exp': 6.234638880169447, 'P_half': 175.2878790340412, 'pre_dampen_half': 0.010585220389440335, 'gpp_af': 0.2901272149738624, 'gpp_b': 0.13713885091300898, 'gpp_d': 21.14381609520636, 'ign_k': 5.351470428717439, 'ign_c': 5.130551760589832, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 0.902411054575325}.[0m
[32m[I 2026-07-18 18:54:59,366][0m Trial 883 finished with values: [-7.307546802548894e-06, 3.0252269193065118e-06] and parameters: {'k1': 0.04541457206426161, 'D_low': 70.18267183720735, 'k2': 0.00035868164986275477, 'D_high': 972.4201099820957, 'fire_exp': 1.423480109671474, 'P_half': 712.8188058401365, 'pre_dampen_half': 0.011501973785501987, 'gpp_af': 0.001111693990724459, 'gpp_b': 0.006906522645653115, 'gpp_d': 0.23073846740741236, 'ign_k': 5.351470428717439, 'ign_c': 0.5342106255632174, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:54:59,888][0m Trial 884 finished with values: [-0.0027455784138378527, 0.0014771275900741232] and parameters: {'k1': 0.07799059237255677, 'D_low': 70.18267183720735, 'k2': 0.0005342937261279771, 'D_high': 8559.572793311803, 'fire_exp': 1.423480109671474, 'P_half': 220.3445560633069, 'pre_dampen_half': 0.03751320096826995, 'gpp_af': 91.36714913061593, 'gpp_b': 0.01666658176842624, 'gpp_d': 21.14381609520636, 'ign_k': 2.5450705815735297, 'ign_c': 29.690870944846793, 'trop_agb_crit': 1.6878075072665546, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:55:00,374][0m Trial 885 finished with values: [-0.36889068839208217, 0.033527335710641704] and parameters: {'k1': 0.0699458988153545, 'D_low': 33.04784314771566, 'k2': 0.0005342937261279771, 'D_high': 29812.370697208808, 'fire_exp': 1.450870712623418, 'P_half': 323.6099399575106, 'pre_dampen_half': 107.40052367919465, 'gpp_af': 0.1476584299248268, 'gpp_b': 0.006906522645653115, 'gpp_d': 660.9129108295722, 'ign_k': 1.0484531351650956, 'ign_c': 20.03995359361212, 'trop_agb_crit': 2.1861040860339416, 'trop_k_veg': 0.6743482387129308}.[0m
[32m[I 2026-07-18 18:55:00,893][0m Trial 886 finished with values: [-0.5417372337270072, 0.254341984904194] and parameters: {'k1': 0.04541457206426161, 'D_low': 1.864018654712297, 'k2': 0.0353875886477924, 'D_high': 1662.6592254031873, 'fire_exp': 1.6162573555507567, 'P_half': 221.2683656611821, 'pre_dampen_half': 449.75507565287154, 'gpp_af': 0.01719951378854337, 'gpp_b': 7.007213496896404e-05, 'gpp_d': 21.14381609520636, 'ign_k': 0.12906379659404604, 'ign_c': 5.130551760589832, 'trop_agb_crit': 1.0903028125370984, 'trop_k_veg': 0.902411054575325}.[0m
[32m[I 2026-07-18 18:55:01,398][0m Trial 887 finished with values: [-0.0351079211860599, 0.005857457538049671] and parameters: {'k1': 0.01889771394135163, 'D_low': 70.18267183720735, 'k2': 0.00012492307509390826, 'D_high': 1578.0309954142967, 'fire_exp': 1.423480109671474, 'P_half': 9.324787201197319, 'pre_dampen_half': 3.3841016089580047, 'gpp_af': 0.001111693990724459, 'gpp_b': 1.598364670380439e-05, 'gpp_d': 229.41380323183625, 'ign_k': 5.351470428717439, 'ign_c': 20.03995359361212, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 0.6231612697298179}.[0m
[32m[I 2026-07-18 18:55:01,907][0m Trial 888 finished with values: [-4.3944918444299844e-08, 4.842249444747537e-07] and parameters: {'k1': 0.0699458988153545, 'D_low': 7.299348683062307, 'k2': 0.0353875886477924, 'D_high': 60107.420288647445, 'fire_exp': 6.234638880169447, 'P_half': 323.6099399575106, 'pre_dampen_half': 0.038179654097601115, 'gpp_af': 12.224990841982788, 'gpp_b': 0.2272730825106818, 'gpp_d': 0.8000487801699091, 'ign_k': 3.2501041766164565, 'ign_c': 0.5342106255632174, 'trop_agb_crit': 1.0903028125370984, 'trop_k_veg': 0.6743482387129308}.[0m
[32m[I 2026-07-18 18:55:02,403][0m Trial 889 finished with values: [-0.01580744042173442, 0.0280962859222873] and parameters: {'k1': 0.04541457206426161, 'D_low': 1.9977959434035766, 'k2': 0.0005342937261279771, 'D_high': 2940.51756322311, 'fire_exp': 1.5036604936020428, 'P_half': 2966.379836525573, 'pre_dampen_half': 107.40052367919465, 'gpp_af': 0.0022961065892443786, 'gpp_b': 0.0005752434266899163, 'gpp_d': 660.9129108295722, 'ign_k': 2.396079612430075, 'ign_c': 0.5342106255632174, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 0.902411054575325}.[0m
[32m[I 2026-07-18 18:55:02,898][0m Trial 890 finished with values: [-0.00019318091180006518, 1.4507303553568107e-05] and parameters: {'k1': 0.01889771394135163, 'D_low': 70.18267183720735, 'k2': 0.032845299795769396, 'D_high': 16737.924342831117, 'fire_exp': 1.6733848721157607, 'P_half': 323.6099399575106, 'pre_dampen_half': 0.1875872314533727, 'gpp_af': 0.01719951378854337, 'gpp_b': 0.0005752434266899163, 'gpp_d': 64.20268021730274, 'ign_k': 0.6024590664672947, 'ign_c': 30.28574109895626, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 0.6743482387129308}.[0m
[32m[I 2026-07-18 18:55:03,398][0m Trial 891 finished with values: [-0.02033328535714339, 0.0040622276514309386] and parameters: {'k1': 0.007530210437963516, 'D_low': 6.96063331852638, 'k2': 0.032845299795769396, 'D_high': 3712.591045287733, 'fire_exp': 1.0629462657398439, 'P_half': 19.876655910112248, 'pre_dampen_half': 0.5682966065442919, 'gpp_af': 0.0038793182938363898, 'gpp_b': 0.0021331409710300844, 'gpp_d': 2.944272359149678, 'ign_k': 0.07091190338709638, 'ign_c': 15.221840161091619, 'trop_agb_crit': 12.71480504859747, 'trop_k_veg': 0.6743482387129308}.[0m
[32m[I 2026-07-18 18:55:03,891][0m Trial 892 finished with values: [-0.00145908911647204, 0.00026667163180860154] and parameters: {'k1': 0.03635503353478365, 'D_low': 70.18267183720735, 'k2': 0.012758211164590085, 'D_high': 2940.51756322311, 'fire_exp': 5.311995034756393, 'P_half': 525.911865925123, 'pre_dampen_half': 0.03751320096826995, 'gpp_af': 8.915632969317373, 'gpp_b': 0.0005752434266899163, 'gpp_d': 660.9129108295722, 'ign_k': 8.708806168038567, 'ign_c': 5.130551760589832, 'trop_agb_crit': 1.0903028125370984, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:55:04,397][0m Trial 893 finished with values: [-0.5890619565188404, 0.024236459995977122] and parameters: {'k1': 0.01889771394135163, 'D_low': 70.18267183720735, 'k2': 0.032845299795769396, 'D_high': 2940.51756322311, 'fire_exp': 1.6733848721157607, 'P_half': 9.324787201197319, 'pre_dampen_half': 107.40052367919465, 'gpp_af': 0.01719951378854337, 'gpp_b': 0.0005752434266899163, 'gpp_d': 64.20268021730274, 'ign_k': 8.708806168038567, 'ign_c': 20.03995359361212, 'trop_agb_crit': 2.818694656863287, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:55:04,869][0m Trial 894 finished with values: [-0.031184071320800224, 0.002358883302214343] and parameters: {'k1': 0.04541457206426161, 'D_low': 70.18267183720735, 'k2': 0.012758211164590085, 'D_high': 774.2116473996249, 'fire_exp': 1.2048119960437906, 'P_half': 310.3604223881657, 'pre_dampen_half': 0.03751320096826995, 'gpp_af': 0.01719951378854337, 'gpp_b': 1.6596960546180327e-05, 'gpp_d': 2.944272359149678, 'ign_k': 8.708806168038567, 'ign_c': 15.221840161091619, 'trop_agb_crit': 3.5747129226002423, 'trop_k_veg': 0.6743482387129308}.[0m
[32m[I 2026-07-18 18:55:05,338][0m Trial 895 finished with values: [-0.04915123633643047, 0.003812923911480026] and parameters: {'k1': 0.007530210437963516, 'D_low': 7.299348683062307, 'k2': 0.026471946255259393, 'D_high': 3712.591045287733, 'fire_exp': 1.0629462657398439, 'P_half': 234.09994646132157, 'pre_dampen_half': 0.0399066504395798, 'gpp_af': 0.7539992074650282, 'gpp_b': 0.0021331409710300844, 'gpp_d': 660.9129108295722, 'ign_k': 8.708806168038567, 'ign_c': 20.03995359361212, 'trop_agb_crit': 1.0903028125370984, 'trop_k_veg': 3.49157152291552}.[0m
[32m[I 2026-07-18 18:55:05,808][0m Trial 896 finished with values: [-0.07778738499736634, 0.009415391439578813] and parameters: {'k1': 0.04541457206426161, 'D_low': 70.18267183720735, 'k2': 0.0012040762895973265, 'D_high': 2940.51756322311, 'fire_exp': 1.6733848721157607, 'P_half': 9.324787201197319, 'pre_dampen_half': 0.2888838362365318, 'gpp_af': 0.10409127568994281, 'gpp_b': 0.00014950919877749144, 'gpp_d': 1.0349059737742372, 'ign_k': 1.0484531351650956, 'ign_c': 3.5828811741825057, 'trop_agb_crit': 2.1861040860339416, 'trop_k_veg': 0.5772603928610088}.[0m
[32m[I 2026-07-18 18:55:06,281][0m Trial 897 finished with values: [-0.0010286299194631017, 0.0008350254240702126] and parameters: {'k1': 0.07799059237255677, 'D_low': 7.46475488144212, 'k2': 0.00035868164986275477, 'D_high': 8559.572793311803, 'fire_exp': 1.423480109671474, 'P_half': 12.808863354047988, 'pre_dampen_half': 107.40052367919465, 'gpp_af': 0.001111693990724459, 'gpp_b': 0.01666658176842624, 'gpp_d': 660.9129108295722, 'ign_k': 5.351470428717439, 'ign_c': 20.03995359361212, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:55:06,751][0m Trial 898 finished with values: [-0.017495671769687516, 0.00036016775669933665] and parameters: {'k1': 0.011966626407443505, 'D_low': 1.3577269394141454, 'k2': 0.0353875886477924, 'D_high': 1662.6592254031873, 'fire_exp': 1.423480109671474, 'P_half': 221.2683656611821, 'pre_dampen_half': 0.010585220389440335, 'gpp_af': 0.27997858752477867, 'gpp_b': 0.01666658176842624, 'gpp_d': 660.9129108295722, 'ign_k': 5.595401979134829, 'ign_c': 5.130551760589832, 'trop_agb_crit': 1.0903028125370984, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:55:07,218][0m Trial 899 finished with values: [-0.17714067824191582, 0.11977582410331944] and parameters: {'k1': 0.004312951023617458, 'D_low': 1.9977959434035766, 'k2': 0.0012040762895973265, 'D_high': 3712.591045287733, 'fire_exp': 1.423480109671474, 'P_half': 712.8188058401365, 'pre_dampen_half': 502.5175192217655, 'gpp_af': 0.7539992074650282, 'gpp_b': 0.34011244465350415, 'gpp_d': 21.14381609520636, 'ign_k': 3.5891558714508416, 'ign_c': 5.130551760589832, 'trop_agb_crit': 1.6878075072665546, 'trop_k_veg': 0.6743482387129308}.[0m
[32m[I 2026-07-18 18:55:07,706][0m Trial 900 finished with values: [-5.759993393748615e-15, 0.0] and parameters: {'k1': 0.01889771394135163, 'D_low': 70.18267183720735, 'k2': 0.0012040762895973265, 'D_high': 146.1896279370497, 'fire_exp': 2.561257322703973, 'P_half': 9.324787201197319, 'pre_dampen_half': 0.2888838362365318, 'gpp_af': 0.020680586423631197, 'gpp_b': 0.42247700890263673, 'gpp_d': 21.14381609520636, 'ign_k': 8.708806168038567, 'ign_c': 30.28574109895626, 'trop_agb_crit': 7.599113148200974, 'trop_k_veg': 1.3571174947037614}.[0m
[32m[I 2026-07-18 18:55:08,168][0m Trial 901 finished with values: [-7.672713765102542e-13, 0.0] and parameters: {'k1': 0.01889771394135163, 'D_low': 70.18267183720735, 'k2': 0.0005342937261279771, 'D_high': 60107.420288647445, 'fire_exp': 6.234638880169447, 'P_half': 323.6099399575106, 'pre_dampen_half': 0.010585220389440335, 'gpp_af': 0.2901272149738624, 'gpp_b': 0.2272730825106818, 'gpp_d': 21.14381609520636, 'ign_k': 2.396079612430075, 'ign_c': 30.28574109895626, 'trop_agb_crit': 1.0903028125370984, 'trop_k_veg': 0.808936329875387}.[0m
[32m[I 2026-07-18 18:55:08,640][0m Trial 902 finished with values: [-8.323262177138552e-08, 1.8218438979644702e-09] and parameters: {'k1': 0.011966626407443505, 'D_low': 602.2882014304706, 'k2': 0.0005342937261279771, 'D_high': 29812.370697208808, 'fire_exp': 2.61565689708108, 'P_half': 221.2683656611821, 'pre_dampen_half': 0.1875872314533727, 'gpp_af': 0.2901272149738624, 'gpp_b': 0.13713885091300898, 'gpp_d': 21.14381609520636, 'ign_k': 2.396079612430075, 'ign_c': 30.28574109895626, 'trop_agb_crit': 1.0903028125370984, 'trop_k_veg': 0.6743482387129308}.[0m
[32m[I 2026-07-18 18:55:09,106][0m Trial 903 finished with values: [-0.00017488166530007804, 1.9774635144131913e-05] and parameters: {'k1': 0.07799059237255677, 'D_low': 7.46475488144212, 'k2': 0.0005342937261279771, 'D_high': 8182.111518618414, 'fire_exp': 6.234638880169447, 'P_half': 712.8188058401365, 'pre_dampen_half': 0.03751320096826995, 'gpp_af': 0.2901272149738624, 'gpp_b': 0.006906522645653115, 'gpp_d': 660.9129108295722, 'ign_k': 2.396079612430075, 'ign_c': 0.5342106255632174, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:55:09,575][0m Trial 904 finished with values: [-0.004277428575884901, 8.268716909720641e-05] and parameters: {'k1': 0.01889771394135163, 'D_low': 70.18267183720735, 'k2': 0.032845299795769396, 'D_high': 2940.51756322311, 'fire_exp': 5.311995034756393, 'P_half': 221.2683656611821, 'pre_dampen_half': 0.03751320096826995, 'gpp_af': 0.1476584299248268, 'gpp_b': 0.0005752434266899163, 'gpp_d': 8.057329182285729, 'ign_k': 8.708806168038567, 'ign_c': 20.03995359361212, 'trop_agb_crit': 3.24512374569104, 'trop_k_veg': 0.902411054575325}.[0m
  trial  905/2500  pareto_size=44  best_taylor=0.7247  best_ilamb=0.5954  (7.1 min)
[32m[I 2026-07-18 18:55:10,178][0m Trial 905 finished with values: [-9.767263961884107e-06, 1.4614296695025786e-07] and parameters: {'k1': 0.07799059237255677, 'D_low': 70.18267183720735, 'k2': 0.0005342937261279771, 'D_high': 8559.572793311803, 'fire_exp': 1.423480109671474, 'P_half': 712.8188058401365, 'pre_dampen_half': 0.010585220389440335, 'gpp_af': 0.7539992074650282, 'gpp_b': 0.42247700890263673, 'gpp_d': 21.14381609520636, 'ign_k': 5.351470428717439, 'ign_c': 29.690870944846793, 'trop_agb_crit': 27.61179014535634, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:55:10,645][0m Trial 906 finished with values: [-2.0000000000000005e-60, 0.0] and parameters: {'k1': 0.04541457206426161, 'D_low': 70.18267183720735, 'k2': 0.012758211164590085, 'D_high': 2940.51756322311, 'fire_exp': 1.6733848721157607, 'P_half': 366.3433473924884, 'pre_dampen_half': 3.3841016089580047, 'gpp_af': 0.01719951378854337, 'gpp_b': 0.00012379625135997558, 'gpp_d': 0.23073846740741236, 'ign_k': 1.0484531351650956, 'ign_c': 194.94955785090465, 'trop_agb_crit': 12.71480504859747, 'trop_k_veg': 0.902411054575325}.[0m
[32m[I 2026-07-18 18:55:11,116][0m Trial 907 finished with values: [-0.03600884699205304, 0.0031155712836984373] and parameters: {'k1': 0.04541457206426161, 'D_low': 1.9977959434035766, 'k2': 0.0353875886477924, 'D_high': 8182.111518618414, 'fire_exp': 1.6733848721157607, 'P_half': 175.2878790340412, 'pre_dampen_half': 0.045985759503078684, 'gpp_af': 0.01719951378854337, 'gpp_b': 7.007213496896404e-05, 'gpp_d': 150.14555442537656, 'ign_k': 0.12906379659404604, 'ign_c': 0.5342106255632174, 'trop_agb_crit': 1.0903028125370984, 'trop_k_veg': 0.902411054575325}.[0m
[32m[I 2026-07-18 18:55:11,584][0m Trial 908 finished with values: [-6.280666058957444e-08, 6.075042335851322e-08] and parameters: {'k1': 0.01889771394135163, 'D_low': 1.9977959434035766, 'k2': 0.02805807870333381, 'D_high': 2940.51756322311, 'fire_exp': 1.5036604936020428, 'P_half': 97.0660675687761, 'pre_dampen_half': 107.40052367919465, 'gpp_af': 0.1476584299248268, 'gpp_b': 3.439878816506379, 'gpp_d': 64.20268021730274, 'ign_k': 8.708806168038567, 'ign_c': 30.28574109895626, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 3.1473758868965485}.[0m
[32m[I 2026-07-18 18:55:12,054][0m Trial 909 finished with values: [-0.012242553593647263, 0.0013694090371554335] and parameters: {'k1': 0.007530210437963516, 'D_low': 7.299348683062307, 'k2': 0.0012040762895973265, 'D_high': 1578.0309954142967, 'fire_exp': 3.0694595803293345, 'P_half': 234.09994646132157, 'pre_dampen_half': 241.6951931920675, 'gpp_af': 0.001111693990724459, 'gpp_b': 0.0005744663972188569, 'gpp_d': 8.057329182285729, 'ign_k': 5.351470428717439, 'ign_c': 20.03995359361212, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 3.49157152291552}.[0m
[32m[I 2026-07-18 18:55:12,527][0m Trial 910 finished with values: [-0.0015408562796336413, 0.004582367997266079] and parameters: {'k1': 0.01889771394135163, 'D_low': 70.18267183720735, 'k2': 7.91442361215536e-05, 'D_high': 1662.6592254031873, 'fire_exp': 3.5637467870629145, 'P_half': 221.2683656611821, 'pre_dampen_half': 107.40052367919465, 'gpp_af': 0.6403036652671174, 'gpp_b': 0.0005623095666134974, 'gpp_d': 21.14381609520636, 'ign_k': 0.6024590664672947, 'ign_c': 0.891613269954689, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 0.6743482387129308}.[0m
[32m[I 2026-07-18 18:55:12,998][0m Trial 911 finished with values: [-0.020788742841950588, 0.0004522463968649193] and parameters: {'k1': 0.01889771394135163, 'D_low': 70.18267183720735, 'k2': 0.032845299795769396, 'D_high': 2940.51756322311, 'fire_exp': 6.234638880169447, 'P_half': 323.6099399575106, 'pre_dampen_half': 107.40052367919465, 'gpp_af': 0.008075914984851893, 'gpp_b': 0.0005744663972188569, 'gpp_d': 64.20268021730274, 'ign_k': 5.351470428717439, 'ign_c': 20.03995359361212, 'trop_agb_crit': 7.861566638880103, 'trop_k_veg': 4.1676646713442125}.[0m
